advertised_top_app_share,app_count,audience,avg_daily_installs,avg_rating,collection_sort,core_mechanic,data_quality_components,data_quality_reasons,data_quality_score,giant_developer_share,group_key,growth_by_one_app_share,has_history,history_depth_days,market_category,meta,min_app_daily_installs,monthly_growth_percent,new_apps_count,niche,opportunity_score,platform,previous_total_daily_installs,production_complexity,reason_codes,recently_updated_count,release_date_window,score_components,signal_signature,snapshot_date,source_scope,successful_new_apps_count,theme,top_app_share,total_daily_installs,total_monthly_downloads,total_monthly_revenue,weekly_growth_percent
0.0,7,unknown,41964.14,0.0,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 20.0, 'signal_diversity': 0.53, 'monetization_reliability': 4.0, 'fresh_success_reliability': 10.0, 'penalty': 0.0}","['no_history', 'top_app_dominance', 'weak_monetization_data']",69.53,0.0,google_play::other::other::other::other::none::unknown::high,0.0,False,0,other,none,500,0.0,7,other,36.91,google_play,0,high,"['fresh_successes', 'high_demand', 'high_production_complexity', 'top_app_concentration']",7,last_180d,"{'demand': 25.0, 'freshness': 15.0, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 13.91, 'competition_penalty': 20.0, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::other::other::other::none::unknown,2026-06-04,single_appstorespy_query_no_country_language,7,other,0.9771,293749,6000,0.0,0.0
0.0,1,women_25_45,78358.0,0.0,-release_date,match,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::tile match::puzzle::match::social::renovation::women_25_45::low,0.0,False,0,puzzle,renovation,500,0.0,1,tile match,35.35,google_play,0,low,"['fresh_successes', 'high_demand', 'small_team_fit', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 24.47, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 13.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",tile match::puzzle::match::social::renovation::women_25_45,2026-06-04,single_appstorespy_query_no_country_language,1,social,1.0,78358,0,0.0,0.0
0.0,1,broad,40504.0,4.8,-release_date,collect,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::other::puzzle::collect::abstract::collection::broad::high,0.0,False,0,puzzle,collection,500,0.0,1,other,31.12,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 23.04, 'freshness': 7.5, 'revenue': 0.0, 'rating': 7.2, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::puzzle::collect::abstract::collection::broad,2026-06-04,single_appstorespy_query_no_country_language,1,abstract,1.0,40504,0,0.0,0.0
0.0,2,broad,17070.5,0.0,-release_date,collect,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 13.33, 'signal_diversity': 7.49, 'monetization_reliability': 4.0, 'fresh_success_reliability': 10.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'weak_monetization_data']",69.82,0.0,google_play::other::puzzle::collect::home::collection::broad::high,0.0,False,0,puzzle,collection,500,0.0,2,other,45.09,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity']",2,last_180d,"{'demand': 22.67, 'freshness': 15.0, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 13.96, 'competition_penalty': 9.54, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::puzzle::collect::home::collection::broad,2026-06-04,single_appstorespy_query_no_country_language,2,home,0.6755,34141,0,0.0,0.0
0.0,1,broad,27101.0,0.0,-release_date,match,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::sandbox::simulation::match::social::none::broad::high,0.0,False,0,simulation,none,500,0.0,1,sandbox,21.05,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 22.17, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 1.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",sandbox::simulation::match::social::none::broad,2026-06-04,single_appstorespy_query_no_country_language,1,social,1.0,27101,0,0.0,0.0
0.0,1,unknown,26603.0,0.0,-release_date,collect,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::other::other::collect::social::collection::unknown::high,0.0,False,0,other,collection,500,0.0,1,other,23.01,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 22.12, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::other::collect::social::collection::unknown,2026-06-04,single_appstorespy_query_no_country_language,1,social,1.0,26603,0,0.0,0.0
0.0,1,broad,24165.0,0.0,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::arrow puzzle::puzzle::other::abstract::none::broad::low,0.0,False,0,puzzle,none,500,0.0,1,arrow puzzle,34.8,google_play,0,low,"['demand_signal', 'fresh_successes', 'small_team_fit', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 21.92, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 15.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",arrow puzzle::puzzle::other::abstract::none::broad,2026-06-04,single_appstorespy_query_no_country_language,1,abstract,1.0,24165,0,0.0,0.0
0.0,1,broad,23824.0,0.0,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::sandbox::casual::other::abstract::none::broad::high,0.0,False,0,casual,none,500,0.0,1,sandbox,20.77,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 21.89, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 1.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",sandbox::casual::other::abstract::none::broad,2026-06-04,single_appstorespy_query_no_country_language,1,abstract,1.0,23824,0,0.0,0.0
0.0,2,unknown,11439.0,0.0,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 13.33, 'signal_diversity': 3.89, 'monetization_reliability': 4.0, 'fresh_success_reliability': 10.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",66.22,0.0,google_play::other::simulation::other::cars::levels::unknown::high,0.0,False,0,simulation,levels,500,0.0,2,other,38.35,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration']",2,last_180d,"{'demand': 21.8, 'freshness': 15.0, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 13.24, 'competition_penalty': 14.69, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::simulation::other::cars::levels::unknown,2026-06-04,single_appstorespy_query_no_country_language,2,cars,0.8316,22878,0,0.0,0.0
0.0,7,broad,3044.43,2.8,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 20.0, 'signal_diversity': 10.37, 'monetization_reliability': 10.0, 'fresh_success_reliability': 10.0, 'penalty': 0.0}",['no_history'],85.37,0.03,google_play::other::casual::other::other::none::broad::high,0.0,False,0,casual,none,500,0.0,7,other,59.39,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'monetization_signal']",7,last_180d,"{'demand': 21.64, 'freshness': 15.0, 'revenue': 11.33, 'rating': 0.0, 'production': 3.0, 'data_quality': 17.07, 'competition_penalty': 7.92, 'giant_risk_penalty': 0.75, 'paid_spike_penalty': 0.0}",other::casual::other::other::none::broad,2026-06-04,single_appstorespy_query_no_country_language,7,other,0.5505,21311,79000,6000.0,0.0
0.0,1,men_18_35,20612.0,4.3,-release_date,runner,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::runner::casual::runner::supermarket::none::men_18_35::medium,0.0,False,0,casual,none,500,0.0,1,runner,36.25,google_play,0,medium,"['demand_signal', 'fresh_successes', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 21.57, 'freshness': 7.5, 'revenue': 0.0, 'rating': 8.8, 'production': 8.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",runner::casual::runner::supermarket::none::men_18_35,2026-06-04,single_appstorespy_query_no_country_language,1,supermarket,1.0,20612,30000,0.0,0.0
0.0,1,men_18_35,16545.0,0.0,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::shooter::arcade::other::cars::none::men_18_35::high,0.0,False,0,arcade,none,500,0.0,1,shooter,20.98,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 21.09, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 2.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",shooter::arcade::other::cars::none::men_18_35,2026-06-04,single_appstorespy_query_no_country_language,1,cars,1.0,16545,0,0.0,0.0
0.0,1,men_18_35,15783.0,0.0,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 10.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance']",56.67,0.0,google_play::word puzzle::puzzle::other::supermarket::story::men_18_35::low,0.0,False,0,puzzle,story,500,0.0,1,word puzzle,44.98,google_play,0,low,"['demand_signal', 'fresh_successes', 'monetization_signal', 'small_team_fit', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.99, 'freshness': 7.5, 'revenue': 12.9, 'rating': 0.0, 'production': 12.0, 'data_quality': 11.33, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",word puzzle::puzzle::other::supermarket::story::men_18_35,2026-06-04,single_appstorespy_query_no_country_language,1,supermarket,1.0,15783,60000,20000.0,0.0
0.0,1,men_18_35,14413.0,0.0,-release_date,collect,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::other::puzzle::collect::animals::leaderboard::men_18_35::high,0.0,False,0,puzzle,leaderboard,500,0.0,1,other,21.68,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.79, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::puzzle::collect::animals::leaderboard::men_18_35,2026-06-04,single_appstorespy_query_no_country_language,1,animals,1.0,14413,0,0.0,0.0
0.0,1,kids,14273.0,1.8,-release_date,merge,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::merge::puzzle::merge::animals::story::kids::medium,0.0,False,0,puzzle,story,500,0.0,1,merge,27.66,google_play,0,medium,"['demand_signal', 'fresh_successes', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.77, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 9.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",merge::puzzle::merge::animals::story::kids,2026-06-04,single_appstorespy_query_no_country_language,1,animals,1.0,14273,70000,0.0,0.0
0.0,1,men_18_35,13442.0,0.0,-release_date,physics,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::other::simulation::physics::cars::none::men_18_35::high,0.0,False,0,simulation,none,500,0.0,1,other,21.53,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.64, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::simulation::physics::cars::none::men_18_35,2026-06-04,single_appstorespy_query_no_country_language,1,cars,1.0,13442,0,0.0,0.0
0.0,1,unknown,12690.0,0.0,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::other::other::other::animals::none::unknown::high,0.0,False,0,other,none,500,0.0,1,other,21.4,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.52, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::other::other::animals::none::unknown,2026-06-04,single_appstorespy_query_no_country_language,1,animals,1.0,12690,0,0.0,0.0
0.0,1,broad,11775.0,4.8,-release_date,sort,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::sort puzzle::puzzle::sort::supermarket::levels::broad::low,0.0,False,0,puzzle,levels,500,0.0,1,sort puzzle,39.44,google_play,0,low,"['demand_signal', 'fresh_successes', 'small_team_fit', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.35, 'freshness': 7.5, 'revenue': 0.0, 'rating': 7.2, 'production': 14.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",sort puzzle::puzzle::sort::supermarket::levels::broad,2026-06-04,single_appstorespy_query_no_country_language,1,supermarket,1.0,11775,60000,0.0,0.0
0.0,1,broad,11444.0,0.0,-release_date,match,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::match-3::casual::match::animals::none::broad::high,0.0,False,0,casual,none,500,0.0,1,match-3,24.18,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.29, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 6.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",match-3::casual::match::animals::none::broad,2026-06-04,single_appstorespy_query_no_country_language,1,animals,1.0,11444,0,0.0,0.0
0.0,2,men_18_35,5596.5,0.0,-release_date,physics,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 13.33, 'signal_diversity': 2.89, 'monetization_reliability': 4.0, 'fresh_success_reliability': 10.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",65.23,0.0,google_play::other::other::physics::cars::none::men_18_35::high,0.0,False,0,other,none,500,0.0,2,other,35.18,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration']",2,last_180d,"{'demand': 20.24, 'freshness': 15.0, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 13.05, 'competition_penalty': 16.11, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::other::physics::cars::none::men_18_35,2026-06-04,single_appstorespy_query_no_country_language,2,cars,0.8746,11193,20000,0.0,0.0
0.0,1,women_25_45,10332.0,0.0,-release_date,decorate,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::other::simulation::decorate::home::renovation::women_25_45::high,0.0,False,0,simulation,renovation,500,0.0,1,other,20.96,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.07, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::simulation::decorate::home::renovation::women_25_45,2026-06-04,single_appstorespy_query_no_country_language,1,home,1.0,10332,0,0.0,0.0
0.0,1,broad,10024.0,0.0,-release_date,match,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::other::casual::match::fantasy::none::broad::high,0.0,False,0,casual,none,500,0.0,1,other,20.89,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.01, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::casual::match::fantasy::none::broad,2026-06-04,single_appstorespy_query_no_country_language,1,fantasy,1.0,10024,0,0.0,0.0
0.0,1,women_25_45,10018.0,0.0,-release_date,decorate,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::sandbox::simulation::decorate::home::customization::women_25_45::high,0.0,False,0,simulation,customization,500,0.0,1,sandbox,18.89,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 20.0, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 1.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",sandbox::simulation::decorate::home::customization::women_25_45,2026-06-04,single_appstorespy_query_no_country_language,1,home,1.0,10018,0,0.0,0.0
0.0,1,men_18_35,9077.0,5.0,-release_date,collect,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::other::board::collect::animals::leaderboard::men_18_35::high,0.0,False,0,board,leaderboard,500,0.0,1,other,26.27,google_play,0,high,"['demand_signal', 'fresh_successes', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 19.79, 'freshness': 7.5, 'revenue': 0.0, 'rating': 5.6, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",other::board::collect::animals::leaderboard::men_18_35,2026-06-04,single_appstorespy_query_no_country_language,1,animals,1.0,9077,30000,0.0,0.0
0.0,1,broad,8562.0,0.0,-release_date,other,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,1.0,google_play::other::card::other::animals::none::broad::high,0.0,False,0,card,none,500,0.0,1,other,0.0,google_play,0,high,"['demand_signal', 'fresh_successes', 'giant_dominated', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 19.66, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 3.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 25.0, 'paid_spike_penalty': 0.0}",other::card::other::animals::none::broad,2026-06-04,single_appstorespy_query_no_country_language,1,animals,1.0,8562,40000,0.0,0.0
0.0,1,men_18_35,8262.0,0.0,-release_date,physics,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,1.0,google_play::shooter::arcade::physics::other::story::men_18_35::high,0.0,False,0,arcade,story,500,0.0,1,shooter,0.0,google_play,0,high,"['demand_signal', 'fresh_successes', 'giant_dominated', 'high_production_complexity', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 19.59, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 2.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 25.0, 'paid_spike_penalty': 0.0}",shooter::arcade::physics::other::story::men_18_35,2026-06-04,single_appstorespy_query_no_country_language,1,other,1.0,8262,0,0.0,0.0
0.0,2,broad,3764.5,2.9,-release_date,collect,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 13.33, 'signal_diversity': 7.05, 'monetization_reliability': 4.0, 'fresh_success_reliability': 10.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'weak_monetization_data']",69.38,0.3054,google_play::tile match::casual::collect::abstract::collection::broad::low,0.0,False,0,casual,collection,500,0.0,2,tile match,43.45,google_play,0,low,"['demand_signal', 'fresh_successes', 'small_team_fit']",2,last_180d,"{'demand': 19.38, 'freshness': 15.0, 'revenue': 0.0, 'rating': 0.0, 'production': 13.0, 'data_quality': 13.88, 'competition_penalty': 10.17, 'giant_risk_penalty': 7.63, 'paid_spike_penalty': 0.0}",tile match::casual::collect::abstract::collection::broad,2026-06-04,single_appstorespy_query_no_country_language,2,abstract,0.6946,7529,10000,0.0,0.0
0.0,1,unknown,7177.0,0.0,-release_date,runner,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::runner::casual::runner::cars::levels::unknown::medium,0.0,False,0,casual,levels,500,0.0,1,runner,25.16,google_play,0,medium,"['demand_signal', 'fresh_successes', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 19.28, 'freshness': 7.5, 'revenue': 0.0, 'rating': 0.0, 'production': 8.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",runner::casual::runner::cars::levels::unknown,2026-06-04,single_appstorespy_query_no_country_language,1,cars,1.0,7177,0,0.0,0.0
0.0,1,broad,7082.0,4.2,-release_date,sort,"{'field_completeness': 35.0, 'history_depth': 0.0, 'sample_size': 6.67, 'signal_diversity': 0.0, 'monetization_reliability': 4.0, 'fresh_success_reliability': 5.0, 'penalty': 0.0}","['low_sample_size', 'no_history', 'top_app_dominance', 'weak_monetization_data']",50.67,0.0,google_play::sort puzzle::puzzle::sort::fantasy::levels::broad::low,0.0,False,0,puzzle,levels,500,0.0,1,sort puzzle,39.14,google_play,0,low,"['demand_signal', 'fresh_successes', 'small_team_fit', 'top_app_concentration', 'weak_data_quality']",1,last_180d,"{'demand': 19.25, 'freshness': 7.5, 'revenue': 0.0, 'rating': 8.0, 'production': 14.0, 'data_quality': 10.13, 'competition_penalty': 19.75, 'giant_risk_penalty': 0.0, 'paid_spike_penalty': 0.0}",sort puzzle::puzzle::sort::fantasy::levels::broad,2026-06-04,single_appstorespy_query_no_country_language,1,fantasy,1.0,7082,70000,0.0,0.0
